dataset,Chlorophyll_Sensor,Citation,Depth,ENA_BASE_COUNT,ENA_CHECKLIST,ENA_FASTQ_FILES,ENA_SAMPLE,ENA_SAMPLE_BASE_COUNT,ENA_SAMPLE_SPOT_COUNT,ENA_SPOT_COUNT,ENA_STUDY,ENA_SUBMISSION,Environment__Biome_,Environment__Feature_,Environment__Material_,Environmental_Package,Event_Date_Time_End,Event_Date_Time_Start,Event_Label,Further_Details,Last_Update_Date,Latitude_End,Latitude_Start,Longitude_End,Longitude_Start,Marine_Region,Nitrate_Sensor,Oxygen_Sensor,Project_Name,Protocol_Label,Salinity_Sensor,Sample_Collection_Device,Sample_Status,Sampling_Campaign,Sampling_Platform,Station,Size_Fraction_Lower_Threshold,Size_Fraction_Upper_Threshold,Temperature,Region,fraction
ERR598955,0.078,tbd,5,34361551651,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598955,ERS487899,39822071771,202168446,173346004,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-09-15T14:30,2009-09-15T11:30,TARA_20090915T1130Z_004_EVENT_PUMP,tbd,2014-05-01Z,35.5571,36.5533,-6.5586,-6.5669,(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324),99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,36.6324,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20090913Z,SV Tara,TARA_004,0.22,1.6,20.5251,NAO,BACT
ERR598956,0.051637999999999996,tbd,150,9384215799,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598956,ERS492778,36734411623,184055550,47014161,ERP001736,ERA357871,marine biome (ENVO:00000447),marine epipelagic mixed layer (ENVO:xxxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-08-02T00:37,2011-08-01T17:52:45,TARA_20110801T1755Z_123_Combined-EVENTS_CAST,tbd,2014-05-01Z,-8.896,-8.9109,-140.2861,-140.2845,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",5.023264,161.3185,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,35.88072000000001,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_123,0.22,3.0,22.1151,SPO,BACT
ERR598957,0.222552,tbd,155,40647195730,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598957,ERS492445,40647195730,206479674,206479674,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-06-15T04:50,2011-06-15T00:55:48,TARA_20110615T0059Z_112_Combined-EVENTS_CAST,tbd,2014-05-01Z,-23.1569,-23.2189,-129.5943,-129.4997,(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942),0.47658500000000004,207.089325,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,35.939945,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_112,0.22,3.0,22.261435000000002,SPO,BACT
ERR598950,0.09062100000000001,tbd,40,6220650813,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598950,ERS487936,46805953681,238146548,31054711,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-09-15T18:45,2009-09-15T18:00,TARA_20090915T1800Z_004_EVENT_PUMP,tbd,2014-05-01Z,35.5571,36.5533,-6.5586,-6.5669,(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324),99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,36.63313,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20090913Z,SV Tara,TARA_004,0.22,1.6,20.408907,NAO,BACT
ERR598951,0.12184500000000001,tbd,5,6025483748,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598951,ERS488486,45220946957,228780211,30171447,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-23T11:18,2009-11-23T09:12,TARA_20091123T0912Z_025_EVENT_PUMP,tbd,2014-05-01Z,39.3599,39.3888,19.4084,19.3905,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,218.01683300000002,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,38.182916999999996,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20091122Z,SV Tara,TARA_025,0.22,1.6,18.342533,MS,BACT
ERR598952,0.737378,tbd,30,4157857128,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598952,ERS492177,33668150190,170004329,20877758,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-05-12T23:30,2011-05-12T22:15,TARA_20110512T2215Z_109_EVENT_PUMP,tbd,2014-05-01Z,2.0663,2.0299,-84.5304,-84.55459999999998,"""(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)""",3.8866050000000003,203.127654,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.344808,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20110509Z,SV Tara,TARA_109,0.22,3.0,26.532035,SPO,BACT
ERR598953,0.12146400000000004,tbd,177,8988482022,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598953,ERS491913,36078775337,182308702,45531074,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-04-16T19:52,2011-04-16T13:03:08,TARA_20110416T1306Z_100_Combined-EVENTS_CAST,tbd,2014-05-01Z,-12.9057,-12.9794,-96.155,-96.0232,n/a,21.068385,0.70843,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.840218,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_100,0.22,3.0,13.014573,SPO,BACT
ERR598958,0.004651,tbd,250,33529892640,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598958,ERS494374,33529892640,169860924,169860924,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2012-02-27T21:34,2012-02-27T15:28:31,TARA_20120227T1532Z_148b_Combined-EVENTS_CAST,tbd,2014-05-01Z,33.9044,34.1504,-56.7834,-56.9684,(search radius=5 degree) Marine Ecoregion:Bermuda (MRGID:21979),4.0429010000000005,191.752575,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,36.563668,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20120223Z,SV Tara,TARA_148b,0.22,3.0,18.169021,NAO,BACT
ERR598959,0.186697,tbd,5,7815134835,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598959,ERS488649,23793035248,120654212,39588227,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-20T08:30,2010-01-20T04:27,TARA_20100120T0427Z_034_EVENT_PUMP,tbd,2014-05-01Z,18.4017,18.3967,39.855,39.875,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)""",-0.9270870000000002,184.06116699999998,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,38.646858,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_034,0.22,1.6,27.59865,RS,BACT
ERR599022,0.053173000000000005,tbd,5,5885591407,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599022,ERS490659,45799924901,237321718,31241187,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-11-04T13:25,2010-11-04T10:04,TARA_20101104T1004Z_078_EVENT_PUMP,tbd,2014-05-01Z,-30.1885,-30.1367,-43.2831,-43.2899,n/a,-0.385346,221.47475,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,36.32425,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20101031Z,SV Tara,TARA_078,0.22,3.0,19.854083,SAO,BACT
ERR594356,0.099089,tbd,5,5508928339,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594356,ERS488892,11072221174,57246863,28457012,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-18T08:32,2010-03-18T04:27,TARA_20100318T0427Z_039_EVENT_PUMP,tbd,2014-05-01Z,18.5706,18.5918,66.5023,66.622,n/a,-1.415582,193.3535,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.285367,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_039,<,0.22,26.81765,IO,VIRUS
ERR594357,0.737378,tbd,30,5462386126,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594357,ERS492198,15407134468,82153717,28340833,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-05-12T23:30,2011-05-12T22:15,TARA_20110512T2215Z_109_EVENT_PUMP,tbd,2014-05-01Z,2.0663,2.0299,-84.5304,-84.55459999999998,"""(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)""",3.8866050000000003,203.127654,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.344808,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20110509Z,SV Tara,TARA_109,<,0.22,26.532035,SPO,VIRUS
ERR594354,0.033622000000000006,tbd,5,9701293518,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594354,ERS490557,9701293518,50148148,50148148,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-10-16T12:37,2010-10-16T09:55,TARA_20101016T0955Z_076_EVENT_PUMP,tbd,2014-05-01Z,-21.0073,-20.9354,-35.3344,-35.1803,"""(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)""",0.030608,206.194333,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,37.101366999999996,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20101003Z,SV Tara,TARA_076,<,0.22,23.349542,SAO,VIRUS
ERR599037,0.006723999999999999,tbd,270,18990379825,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599037,ERS488936,27043081539,138334525,97469834,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-20T16:00,2010-03-20T08:15:28,TARA_20100320T0817Z_039_Combined-EVENTS_CAST,tbd,2014-05-01Z,18.735,18.7341,66.3895,66.3896,n/a,19.566542000000002,2.3030169999999996,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,35.901885,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_039,0.22,1.6,15.614195,IO,BACT
ERR594352,0.132494,tbd,60,7879049008,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594352,ERS488354,7879049008,41756356,41756356,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-02T15:56,2009-11-02T14:07,TARA_20091102T1407Z_018_EVENT_PUMP,tbd,2014-05-01Z,35.75930000000001,35.7528,14.3453,14.2765,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,237.8893,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,37.89241,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20091031Z,SV Tara,TARA_018,<,0.22,18.368389999999998,MS,VIRUS
ERR599031,0.005649,tbd,600,5809772374,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599031,ERS488769,39280959483,199402109,29275624,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-13T14:25,2010-03-12T17:08:47,TARA_20100313T0507Z_037_Combined-EVENTS_CAST,tbd,2014-05-01Z,20.8188,20.8457,63.6158,63.5851,(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267),31.802451,1.63999,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,35.69354600000001,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_037,0.22,1.6,12.066048,IO,BACT
ERR599032,0.4512560000000001,tbd,40,29552159601,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599032,ERS493098,29552159601,148907935,148907935,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-09-05T19:55,2011-09-05T18:40,TARA_20110905T1840Z_128_EVENT_PUMP,tbd,2014-05-01Z,0.03280000000000001,0.0222,-153.705,-153.6858,(search radius=5 degrees) Marine Ecoregion:Line Islands (MRGID:21839),4.36571,176.984778,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,35.135422,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20110826Z,SV Tara,TARA_128,0.22,3.0,26.080233,SPO,BACT
ERR599033,0.0,tbd,600,9878967231,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599033,ERS492680,39633639859,199358619,49663194,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-07-28T03:26,2011-07-27T19:28:43,TARA_20110727T1932Z_122_Combined-EVENTS_CAST,tbd,2014-05-01Z,-8.978,-8.9729,-139.2432,-139.2393,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",42.53205,38.115125,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.580675,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_122,0.22,3.0,7.212238,SPO,BACT
ERR599135,0.324315,tbd,5,7981506337,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599135,ERS490327,24842765095,131377324,42702235,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-09-21T08:07,2010-09-21T06:55,TARA_20100921T0655Z_070_EVENT_PUMP,tbd,2014-05-01Z,-20.3976,-20.4091,-3.2009,-3.1759,n/a,0.16801300000000002,215.650833,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,36.376225,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100905Z,SV Tara,TARA_070,0.22,3.0,19.776808,SAO,BACT
ERR599134,0.16322799999999998,tbd,5,8367551842,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599134,ERS488621,25123537416,127535172,42401297,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-13T11:09,2010-01-13T07:16,TARA_20100113T0716Z_033_EVENT_PUMP,tbd,2014-05-01Z,22.1283,21.9467,38.1967,38.2517,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)""",-0.000271,182.812167,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,38.937416999999996,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_033,0.22,1.6,27.329517,RS,BACT
ERR599137,0.263939,tbd,100,9466525727,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599137,ERS490476,32507372599,163810639,47239839,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-10-05T15:42,2010-10-05T15:35,TARA_20101005T1535Z_072_EVENT_PUMP,tbd,2014-05-01Z,-8.700599999999998,-8.729599999999998,-17.991499999999995,-17.9604,n/a,0.241265,194.42843100000002,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,36.603343,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20101003Z,SV Tara,TARA_072,0.22,3.0,24.112672,SAO,BACT
ERR599136,0.163338,tbd,5,31151822592,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599136,ERS493938,31151822592,157141812,157141812,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2012-01-09T14:05,2012-01-09T13:41,TARA_20120109T1341Z_142_EVENT_PUMP,tbd,2014-05-01Z,25.5416,25.5264,88.40439999999998,-88.39399999999998,"""(search radius=5 degrees) Marine Province:Warm Temperate Northwest Atlantic (MRGID:21751), Marine Ecoregion:Southern Gulf of Mexico (MRGID:21983), Marine Ecoregion:Northern Gulf of Mexico (MRGID:22002)""",-2.2118,194.2675,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,36.193733,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20111230Z,SV Tara,TARA_142,0.22,3.0,24.96555,NAO,BACT
ERR599038,0.28820500000000004,tbd,5,30384671904,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599038,ERS493044,30384671904,153192261,153192261,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-09-04T19:36,2011-09-04T18:00,TARA_20110904T1800Z_128_EVENT_PUMP,tbd,2014-05-01Z,0.0095,0.0003,-153.7143,-153.6759,(search radius=5 degrees) Marine Ecoregion:Line Islands (MRGID:21839),2.467162,179.86,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,35.100467,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110826Z,SV Tara,TARA_128,0.22,3.0,26.074467000000002,SPO,BACT
ERR599039,0.317793,tbd,5,31941270725,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599039,ERS492228,31941270725,160898544,160898544,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-05-21T18:06,2011-05-21T12:27,TARA_20110521T1227Z_110_EVENT_PUMP,tbd,2014-05-01Z,-1.972,-2.0133,-84.601,-84.589,"""(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)""",6.729336999999999,190.81633300000001,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,35.0193,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_110,0.22,3.0,23.8683,SPO,BACT
ERR599133,0.263939,tbd,100,23040846872,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599133,ERS490476,32507372599,163810639,116570800,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-10-05T15:42,2010-10-05T15:35,TARA_20101005T1535Z_072_EVENT_PUMP,tbd,2014-05-01Z,-8.700599999999998,-8.729599999999998,-17.991499999999995,-17.9604,n/a,0.241265,194.42843100000002,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,36.603343,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20101003Z,SV Tara,TARA_072,0.22,3.0,24.112672,SAO,BACT
ERR594359,0.215292,tbd,5,5750070967,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594359,ERS490053,11437314322,59658652,30025432,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-07-12T09:00,2010-07-12T05:59,TARA_20100712T0559Z_065_EVENT_PUMP,tbd,2014-05-01Z,-35.2087,-35.1728,26.2932,26.2868,"""(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)""",99999.0,207.0439,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.44665999999999,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_065,<,0.22,21.81684,IO,VIRUS
ERR315858,0.0419,tbd,5,7906510735,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR315858,ERS477979,16001570571,75080811,37472639,ERP001736,ERA242034,marine biome (ENVO:00000447),surface water (ENVO:00002042) layer,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-11-18T10:46Z,2009-11-18T08:41Z,TARA_20091118T0841Z_023_EVENT_PUMP,tbd,2014-03-01Z,42.1874,42.2038,17.7189,17.715,"(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",99999.0,221.457208,Tara Oceans,BACT_NUC-DNA(100L)_W0.22-1.6,38.201396,PUMP (High Volume Peristaltic Pump),This version is NOT FINAL but can be used to provide data discovery services,TARA_20091111Z,SV Tara,TARA_023,0.22,1.6,17.321979000000002,MS,BACT
ERR315859,0.0599,tbd,55,7891005542,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR315859,ERS477998,15798071834,73975208,37184688,ERP001736,ERA242034,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-11-18T15:46Z,2009-11-18T13:50Z,TARA_20091118T1240Z_023_EVENT_PUMP,tbd,2014-05-01Z,42.1659,42.1735,17.7285,17.7252,"(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",99999.0,224.786708,Tara Oceans,BACT_NUC-DNA(100L)_W0.22-1.6,38.472729,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version is NOT FINAL but can be used to provide data discovery services,TARA_20091111Z,SV Tara,TARA_023,0.22,1.6,15.194061999999999,MS,BACT
ERR315856,0.5532739999999999,tbd,42,18566062320,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR315856,ERS477953,19463100308,90612507,89259915,ERP001737,ERA242033,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-09-23T16:55Z,2009-09-23T16:08Z,TARA_20090923T1608Z_007_EVENT_PUMP,tbd,2014-03-01Z,37.0397,37.0541,1.9501,1.9478,"(search radius=5 degree) Marine Ecoregion:Western Mediterranean (MRGID:21896), Marine Ecoregion:Alboran Sea (MRGID:3324)",99999.0,99999.0,Tara Oceans,GIRUS_NUC-DNA-dry(100L)_W0.22-1.6,99999.0,PUMP (High Volume Peristaltic Pump),This version is NOT FINAL but can be used to provide data discovery services,TARA_20090919Z,SV Tara,TARA_007,0.22,1.6,17.36746,MS,GIRUS
ERR315857,0.0812,tbd,5,23001327648,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR315857,ERS477931,23365281284,111204038,110583306,ERP001737,ERA242033,marine biome (ENVO:00000447),surface water (ENVO:00002042) layer,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-09-23T13:00Z,2009-09-23T12:50Z,TARA_20090923T1250Z_007_EVENT_PUMP,tbd,2014-03-01Z,37.0465,37.051,1.9426,1.9378,"(search radius=5 degree) Marine Ecoregion:Western Mediterranean (MRGID:21896), Marine Ecoregion:Alboran Sea (MRGID:3324)",99999.0,99999.0,Tara Oceans,GIRUS_NUC-DNA-dry(100L)_W0.22-1.6,37.4911,PUMP (High Volume Peristaltic Pump),This version is NOT FINAL but can be used to provide data discovery services,TARA_20090919Z,SV Tara,TARA_007,0.22,1.6,23.82575,MS,GIRUS
